"","x"
"noted",3.18418371977919
"noteholders",0
"notes",2.91354378133038
"notes”",0
"nothing",4.99398502428106
"notice",5.17187533433367
"notice”",1.39214722366453
"noticed",2
"notices",5.20917887010923
"notifiable",0
"notification",4.30323110598182
"notifications",2.64559331445115
"notified",3.85990218922968
"notifies",3.4249530725519
"notify",4.84162326919955
"notifying",3.54659356429494
"noting",0
"notional",0.91829583405449
"notwithstanding",5.02386205191242
"noun",0
"nouns",0
"nov",0
"novack",0
"novastar",0
"novate",0
"novated",0
"novatees",0
"novation",1.58496250072116
"novel",0
"novell",0
"november",4.04430677548676
"now",5.04233134495349
"nowicki",0
"noxious",2
"nra",0
"nrmsir",0
"nuclear",1.14883485428092
"nuisance",2.52192809488736
"nuisances",0
"null",4.00162916738782
"nullify",0
"number",4.87571541885637
"numbered",0
"numbers",3.59146182432755
"numerator",3.08505510275648
"numerically",1.90563906222957
"numerous",0
"nunes",0
"nurse",0
"nylon",0
"nyse",1.88791850267113
"o<U+FFFD>bryan",0
"oakland",0
"oaks",0
"obey",0
"obfuscate",0
"obispo",0
"object",3.34019987651586
"objected",1.95021206491475
"objecting",0
"objection",3.02370209995881
"objection”",0
"objectionable",2.26380917388355
"objections",2.23127025460758
"objective",2.58496250072116
"objectively",0
"objectives",0
"objects",2.73215889136457
"obligate",1.92192809488736
"obligated",4.75318392106664
"obligates",0
"obligating",1.94733879618755
"obligatino",0
"obligation",5.14429240176045
"obligation”",0
"obligations",4.99083698461401
"obligations”",0
"oblige",0
"obliged",0.722857897732969
"obligee",0.811278124459133
"obliges",0
"obligor",1.52907500911949
"obligor’s",0
"obligor”",0
"obligors",1.43895998702845
"obscure",0
"observance",2.94067621881498
"observances",0
"observation",0.91829583405449
"observations",0.543564443199596
"observe",3.88732614525601
"observed",3.36385618977472
"observer",0
"observers",0
"observes",2
"observing",1
"obsolete",1.91829583405449
"obstruct",2.41160221797467
"obstructed",2.25162916738782
"obstruction",1
"obstructions",0
"obtain",5.11297762525399
"obtainable",0
"obtained",4.93900840978988
"obtaining",4.65647018547445
"obtains",2.7743974703477
"obviated",0
"obvious",0
"occasion",2.23592635062903
"occasionally",0
"occasioned",2.73451238175077
"occasions",1.58496250072116
"occupancy",3.4761172248878
"occupant",3.01100821498276
"occupants",2.49596670499106
"occupation",2
"occupational",2.52164063634332
"occupied",3.31412957624304
"occupies",1.82306798227366
"occupy",2.84019987651586
"occupying",3.01057093426848
"occur",4.81747776670028
"occurred",4.16913954633755
"occurrence",4.49865371280233
"occurrences",2.5
"occurring",4.29389022457863
"occurs",4.90349850780527
"ocd",0
"ocean",0
"oct",0
"october",4.33666676977191
"odorous",0
"odors",2.66353275480425
"oecd",0
"oem",0
"ofac",2.25162916738782
"ofadditional",0
"offence",0
"offend",0
"offensive",1.58496250072116
"offer",4.43422922811506
"offered",3.8074944171572
"offeree",1.58496250072116
"offering",3.2149076594073
"offerings",2.35845859334435
"offeror",0.811278124459133
"offers",3.84488193542933
"office",4.35100007389713
"office”",0
"officer",4.8373046620889
"officer’s",1.2987949406954
"officer”",0
"officers",4.79530962780524
"officers’",0
"offices",4.42686254395288
"official",2.99473622921601
"officially",0
"officials",2.52164063634332
"offline",0
"offs",2.0403733936885
"offset",3.98614492493771
"offsets",2.98418371977919
"offsetting",0.91829583405449
"offshore",1.29835545332008
"ofschedule",0
"ofsection",0
"often",3.58496250072116
"ogle",0
"ohio",1.71077708441507
"oil",2.36852252772821
"oiler",0
"okerstrom",0
"olas",0
"old",1.84237099317711
"older",1.5
"oliver",0
"olympia",0
"olympic",0
"omaha",1
"omega",0
"omission",4.23379596276963
"omissions",3.94268752734628
"omit",3.78971700146248
"omits",3.08496250072116
"omitted",3.71933792281417
"omitting",0
"omnibus",0
"omnicell",0
"one",5.42572781247456
"onerous",2.19715972342415
"onexhibit",1
"onexhibits",0
"ongoing",3.58989809546429
"online",1.41612361087073
"only",0
"onn",0
"onschedule",2.07586929669773
"onshore",0.485460760745913
"onsite",1
"ontario",0
"onto",2.49560292372901
"oous",0
"open",3.20204664661729
"opened",0
"opening",2.91397707318275
"openings",0.721928094887362
"opens",0.91829583405449
"operate",4.66474798918392
"operated",3.76845395770192
"operates",2.72548055699787
"operating",4.10344567249805
"operation",4.86928730726025
"operational",3.44740150470591
"operations",4.77256763569814
"operative",2.72548055699787
"operator",1.4534392273369
"operators",0
"opiates",0
"opinion",4.23995239648255
"opinions",3.61947057079725
"opperman",0
"opportunities",0.921928094887362
"opportunity",4.94225250329553
"oppose",0
"opposed",2.62581458369391
"opposing",0.91829583405449
"opposite",2.42257976184249
"oppositions",0
"ops",0
"opt",1.75343438618878
"optic",0
"optical",1
"optimal",0
"optimization",0
"optimize",0
"optimum",0
"opting",0
"option",3.63300407762554
"optional",2.44643934467102
"optionally",0
"optionee",0
"optionees",0
"options",4.2959435962513
"oral",4.8851963213224
"orally",3.37878349348618
"orange",0
"orchard",0
"order",4.96243785065179
"ordered",2.32192809488736
"ordering",2.58496250072116
"orderly",2.15563906222957
"orders",3.898349748279
"ordinance",4.31059123716456
"ordinances",3.95382258723141
"ordinarily",1.5
"ordinary",3.88580375946774
"oregon",0
"org",0
"organisation",0.91829583405449
"organisational",0
"organised",0.91829583405449
"organisms",0
"organization",4.09487384409849
"organizational",3.25429716334864
"organizations",1.47312842712131
"organize",0
"organized",4.17671933913237
"organizing",0
"orientation",1
"origin",2.40400975732486
"original",4.67433948234352
"originally",3.2546939516467
"originals",2.9532068163114
"originate",1
"originated",2.0217822215998
"originating",1
"origination",1.27365091907599
"originator",0.439496986921513
"originators",0.91829583405449
"origins",0
"orlando",0
"ornament",0
"orrick",0.91829583405449
"orschedule",0
"orsection",0
"osd",0
"osla",0
"oslas",0
"ostrach",0
"others",4.31270815460122
"otherwise",5.17012634382864
"outages",0.91829583405449
"outbreak",1.5
"outcome",1
"outcomes",0
"outdated",0
"outdoor",0.591672778582327
"outlawing",0
"outlets",1.79248125036058
"outline",1.37878349348618
"outlined",2.96558393572778
"outpatient",0
"output",0
"outputs",1
"outright",0
"outs",0
"outside",4.3224899674548
"outstanding",4.24526508130545
"oven",0
"ovens",2
"overage",0
"overall",2.92192809488736
"overallotment",0
"overcharge",1
"overcharged",0.91829583405449
"overcome",1.58496250072116
"overdraft",1
"overdrafts",1
"overdue",2.72548055699787
"overflow",0
"overhead",2.55503653257727
"overhill",0
"overlap",0
"overlapping",0
"overlaps",0
"overload",2.25162916738782
"overloaded",0
"overly",0
"overnight",4.86090234442608
"overpaid",0
"overpayment",2.77736279506417
"overpayments",0.721928094887362
"override",1
"overruled",0
"oversee",0
"overseeing",0
"oversight",1.5
"overstandard",0
"overstated",1.92192809488736
"overtime",2.05148188213919
"overtly",0
"overview",1
"owe",0
"owed",4.13933165995314
"owen",0
"owes",2.62581458369391
"owing",3.83956246972134
"owned",4.55998336155962
"owner",4.30880762682282
"owner”",0.91829583405449
"owners",3.82507052036418
"ownership",4.81329734030947
"ownership”",0
"owning",2.97721700146248
"owns",4.39384525563796
"oxide",0
"oxley",0.91829583405449
"pac",0
"pace",0
"pacific",2.14402391075742
"package",1.84643934467102
"packages",1.58496250072116
"packaging",1.40563906222957
"packer",0
"packers",0
"packing",2.0588138903312
"pacven",0
"padding",0
"pads",0
"page",4.64084367652951
"pages",3.05898408944543
"paid",5.28003779765649
"paint",1.83659166810898
"painted",1.92192809488736
"painter",0
"painting",2.41308843642576
"paintings",1.58496250072116
"paints",0.91829583405449
"pair",1
"pallets",0
"palo",2.19278466218979
"panel",1.45914791702724
"paneling",0
"panelings",0
"panels",0
"pans",0
"paper",3.29665811611066
"papers",2.49560292372901
"pappendick",0
"par",3.28430661479907
"parachute",0
"paragon",0
"paragraph",3.60448411081748
"paragraphs",2.69929669546386
"paralegal",0
"parallel",1.2987949406954
"parameter",0
"parameters",0.986426728730842
"paramount",0
"parapet",0
"paraphernalia",0
"parcel",2.41150919841991
"parcels",2.5
"parent",2.32178773626472
"parent’s",1
"parent”",0
"parental",0
"parenthetical",1.58496250072116
"parents",1.58496250072116
"pari",0.834347023085254
"paris",0
"parish",0
"parity",1
"park",2.82991830027321
"parked",1
"parking",2.75944349640605
"parkway",1
"parlor",0
"parson",0
"parsons",0
"part",5.39631606814591
"parte",0
"partial",4.53682318861397
"partially",3
"participant",2.67285801002197
"participant’s",0
"participant<U+FFFD>s",0
"participants",2.58449845156016
"participate",4.74618943737945
"participated",3.12192809488736
"participates",0
"participating",3.28015396062208
"participation",3.17342729641717
"participations",1.60151528031751
"particles",0
"particular",4.74941384472791
"particularity",0.811278124459133
"particularly",2.41938194564637
"particulars",0.811278124459133
"particulate",0
"parties",5.54476628017231
"parties’",1.52192809488736
"parties”",1.04085208297276
"partitioning",1.58496250072116
"partitions",2.64160416786859
"partly",1
"partner",4.1525711878772
"partner’s",0
"partnering",0
"partners",4.09024546137314
"partners”",0
"partnership",3.97435335070201
"partnerships",2.3329145639794
"parts",3.23508495181978
"party",5.30706681592465
"party’s",1.63373142064213
"party”",1.15677964944704
"pass",3.39214722366453
"passage",3.64248967316613
"passages",1.5
"passageways",2.23592635062903
"passbook",1
"passed",2
"passenger",0
"passes",0.91829583405449
"passing",0
"passive",0.779349837292085
"passthru",0
"passu",0.868392729010363
"passuwith",0
"password",0
"passwords",0
"past",4.13943977374143
"patched",1
"patches",0
"patching",0
"patent",3.34805944351572
"patentability",0
"patentable",2.32192809488736
"patents",3.11510719611676
"patents”",0
"path",1.25162916738782
"pathway",0
"pathways",0
"patio",0
"patrick",0.811278124459133
"patriot",1.35272419562465
"patrol",0
"patron",0
"pattern",0.91829583405449
"patterson",0
"paul",2.25162916738782
"paved",0.811278124459133
"paving",0.811278124459133
"pavlov",0
"pay",5.2092981444624
"payable",4.7181411120959
"payables",2.25162916738782
"paycheck",0
"payday",0
"paydown",0
"paydowns",0
"payee",2.72192809488736
"payees",0.91829583405449
"paying",4.18233683402497
"payment",4.86231181955689
"payment”",1.25162916738782
"payments",4.77240465183359
"payoff",0
"payor",0.91829583405449
"payout",1.37878349348618
"payouts",1
"payroll",3.35293202608216
"pays",3.49646570356329
"pbgc",0
"pcb",1
"pcbs",1.5
"pcof",0
"pcp",0
"pcr",0
"pct",0
"pdas",0
"pdf",2.15563906222957
"pdf”",0
"peace",0
"peaceably",1.5
"peaceful",0
"peacefully",0
"peachtree",1
"peak",0.721928094887362
"pearce",0
"peat",0
"peculiar",0
"pecuniary",1.92192809488736
"peddle",0
"peddling",1
"pedestrian",1
"peebles",0
"peili",0
"pelino",0
"penalties",4.33878903067146
"penalty",3.63397407599716
"pendency",1.92192809488736
"pending",4.15697205624632
"penetrate",0
"penetration",1.58496250072116
"penetrations",1.58496250072116
"peninsula",0
"pennants",0
"pennsylvania",1
"pens",1.58496250072116
"pension",3.13310238881103
"pensions",0.91829583405449
"people",2.87314067951313
"people’s",0.91829583405449
"peptide",0
"peptides",0
"per",4.96964223632838
"perceived",1
"percent",4.67186335553893
"percentage",4.31712717207507
"percentages",2.34960175271458
"percentum",0
"perfect",3.1003004056816
"perfected",2.01642588148221
"perfecting",0
"perfection",1.86244035268879
"perform",5.25255622652036
"performance",4.96647951786804
"performances",0
"performed",4.93565085492092
"performing",4.38978210089235
"performs",2.5
"perfumes",1
"peril",0.59072391864065
"perils",2.36852252772821
"perimeter",0.721928094887362
"period",5.11073558039858
"period’",0
"period”",0.836640741941167
"periodic",3.50235800093209
"periodical",0
"periodically",2
"periodicals",0
"periods",4.76017803193673
"perjury",0
"permanent",3.69026039096838
"permanently",2.85538854220753
"permeate",0
"permissible",2.94770277922009
"permission",3.38158048830916
"permissions",0
"permissive",2
"permit",4.9615535516194
"permit”",0
"permits",4.31137288912938
"permits”",0
"permitted",4.81807973378919
"permitting",2.89629152904593
"perpetual",2.1077352526221
"perrin",0
"perry",0
"person",4.75203250722813
"person’s",1.37878349348618
"person”",0.970950594454669
"personal",4.89733194699754
"personality",0
"personally",3.92323142879762
"personalty",0.91829583405449
"personnel",3.73658776708345
"persons",4.96946191880618
"persons”",0
"perspective",0.91829583405449
"pertain",1.58496250072116
"pertaining",4.28611335514163
"pertains",1
"pertinent",2.40563906222957
"pest",0
"pesticides",1.58496250072116
"pests",0
"peteerson",0
"peter",1.84237099317711
"petition",4.11326968951511
"petitions",1.58496250072116
"petroleum",3.18281731512102
"pfc",0
"pfic",0
"phage",0
"phantom",1
"pharmaceutical",0
"pharmaceuticals",0.803071727324102
"pharmcal",0
"phase",0.758539726405699
"phased",1
"phases",0.566509506552905
"phasing",0
"phencyclidine",0
"phil",0
"philadelphia",0
"philip",1.91829583405449
"philipp",0
"philippines",0
"phillip",0
"phillipp",0
"phillips",0
"phoenix",1.61138345671952
"phone",3.305645006353
"phones",1.58496250072116
"phonograph",0
"photocopy",1.25162916738782
"photocopying",1
"photograph",0
"photographic",1
"photographs",0
"photography",0
"photos",0
"photovoltaic",0
"phrase",2.32192809488736
"physical",3.80814255497588
"physically",2.25162916738782
"physician",0
"picard",0
"pick",0
"pickerd",0
"picketing",0
"pickup",0
"picture",0.721928094887362
"pictured",0
"pictures",1.37095059445467
"picturetel",0
"piggyback",1.45742488140917
"pike",0
"pile",0
"pilferage",0
"pillon",0
"pillows",0
"pillsbury",0
"pima",0.91829583405449
"pinal",0
"pincus",0
"pine",0
"ping",0
"pink",0
"pipe",0
"pipeline",1
"pipelines",0
"pipes",2.52192809488736
"piping",0
"pitney",0
"pittston",0
"pixels",0
"placard",0.721928094887362
"placards",1
"place",4.8682802011418
"placed",3.7664315444817
"placement",2.23404670746272
"places",3.10689059560852
"placing",2.75
"plaintiff",2.5
"plan",4.19095482989112
"plan’s",0
"plan”",0.954434002924965
"planned",1.52192809488736
"planner",0.91829583405449
"planners",0
"planning",3.02698683335929
"plano",0
"plans",4.2139816969576
"plant",2.03521324333402
"planted",0
"plants",1.12192809488736
"plasmids",0
"plaster",0
"plastic",0
"plat",0.881290899230693
"plate",1.52192809488736
"plates",0
"platform",2.18670434591002
"platforms",0.91829583405449
"platypus",0
"play",0
"playback",0
"player",1
"plaza",2.58496250072116
"plazas",0
"plc",0.91829583405449
"plead",0
"pleading",0
"pleadings",0.970950594454669
"please",2.85174618590743
"pleasure",0
"pledge",2.88980285763329
"pledge”",0
"pledged",1.42058357865836
"pledgee",2.75
"pledgeholder",0
"pledges",2.37495894770256
"pledging",1.5
"pledgor",0.946372935985442
"pledgor’s",0
"pledgors",0
"pllc",0
"plug",0
"plumbing",2.9932667126779
"plural",4.18083298720544
"plus",4.45973189155737
"pmb",0
"pmi",0
"pneumatic",0
"poche",0
"pocket",3.2981983291061
"poggensee",0
"point",2.65440596559744
"points",3.25162916738782
"poker",0
"poles",1.58496250072116
"police",2.58496250072116
"policies",4.62884024680773
"policies”",0
"policing",1
"policy",4.46957867099055
"policymakers",0
"politic",0
"political",4.10433994485822
"polk",0
"polling",0
"pollutant",1.58496250072116
"pollutants",0.91829583405449
"pollution",2.25162916738782
"polychlorinated",2.75
"polynucleotides",0
"polypeptide",0
"polysome",0
"pond",0
"pool",1.80338194345257
"poole",0
"pooled",0
"pooling",0
"pools",0.91829583405449
"poor",2.60623892865339
"poor’s",0
"port",0.650022421648354
"portable",1
"portfolio",2.85816655969004
"portion",4.5309334724178
"portions",3.41691117521724
"portland",0
"portrayed",0
"ports",0
"pose",0
"poses",0.91829583405449
"posing",1
"position",4.16681268041312
"positioning",1
"positions",3.08496250072116
"positive",1.23664074194117
"possess",2.03815968164595
"possessed",2.32192809488736
"possesses",2.25162916738782
"possessing",1.58496250072116
"possession",4.51569286772062
"possessions",1
"possessory",1.14883485428092
"possibility",3.27761343681912
"possible",4.72907667946407
"possibly",1
"post",3.77238358513957
"postage",4.87117812638222
"postal",2
"posted",1.72735360337211
"posting",3.68456081428629
"postings",0
"postpone",1.95021206491475
"postponed",0
"postponement",1.37095059445467
"posts",0.91829583405449
"potential",3.73064577818109
"potentially",2.12808527889139
"pounds",0
"pouring",0
"power",5.20219626878045
"powers",3.30188063327382
"practicable",4.8570097725006
"practical",2.68872187554087
"practice",4.43049845168841
"practiced",0
"practices",4.22616247315786
"practicing",0
"prc",2.18929130311284
"pre",3.1693378246239
"preamble",3.25635437896705
"precautionary",1.58496250072116
"precautions",0
"preceded",0
"precedence",2.25
"precedent",3.78999955445322
"precedes",0
"preceding",4.64359927237329
"precise",2
"preclude",4.25656476213095
"precluded",0
"precludes",0.91829583405449
"precursors",0
"predatory",0
